eem_id,document,cat_lev1,cat_lev2,eem_name
967,BCL,Electric Lighting,Electric Lighting Controls,Change Lighting Schedule by Space Type
968,BCL,Electric Lighting,Electric Lighting Controls,Reduce Night Time Lighting Loads
969,BCL,Electric Lighting,Electric Lighting Controls,Improper Time Delay Setting in Occupancy Sensors
970,BCL,Electric Lighting,Electric Lighting Controls,Lighting Setback Error: Delayed Onset
971,BCL,Electric Lighting,Electric Lighting Controls,Lighting Setback Error: Early Termination
972,BCL,Electric Lighting,Electric Lighting Controls,Lighting Setback Error: No Overnight Setback
973,BCL,Electric Lighting,Electric Lighting Controls,Assign ASHRAE 90.1-2010 Daylighting Controls
974,BCL,Electric Lighting,Electric Lighting Controls,AedgK12InteriorLightingControls
975,BCL,Electric Lighting,Electric Lighting Controls,AedgSmallToMediumOfficeInteriorLightingControls
976,BCL,Electric Lighting,Electric Lighting Controls,Add Daylight Sensor at the Center of Spaces with a Specified Space Type Assigned
977,BCL,Electric Lighting,Electric Lighting Controls,Radiance Daylighting Measure
978,BCL,Electric Lighting,Lighting Equipment,AedgK12ExteriorLighting
979,BCL,Electric Lighting,Lighting Equipment,AedgK12InteriorLighting
980,BCL,Electric Lighting,Lighting Equipment,AedgSmallToMediumOfficeExteriorLighting
981,BCL,Electric Lighting,Lighting Equipment,AedgSmallToMediumOfficeInteriorLighting
982,BCL,Electric Lighting,Lighting Equipment,ZEDG K12 Interior Lighting
983,BCL,Electric Lighting,Lighting Equipment,Set Lighting Loads by LPD
984,BCL,Electric Lighting,Lighting Equipment,SwapLightsDefinition
985,BCL,Electric Lighting,Lighting Equipment,Reduce Lighting Loads by Percentage
986,BCL,Electric Lighting,Lighting Equipment,SetEnergyPlusLightObjectsLPD
987,BCL,Electric Lighting,Lighting Equipment,Add Exterior Lights
988,BCL,Envelope,Construction Sets,Swap Construction In Construction Set
989,BCL,Envelope,Form,Inject OSM Geometry into an External IDF
990,BCL,Envelope,Form,overwrite_zone_floor_area
991,BCL,Envelope,Form,ZEDG K12 Insert Ground Domain E+ Kusdua
992,BCL,Envelope,Form,Infiltration
993,BCL,Envelope,Form,OpenStudio Extension Test Measure
994,BCL,Envelope,Form,SetRunPeriod
995,BCL,Envelope,Form,ImportEnvelopeAndInternalLoadsFromIdf
996,BCL,Envelope,Form,InjectOsmGeometryIntoAnExternalIdf
997,BCL,Envelope,Form,AssignSpacesToStories
998,BCL,Envelope,Form,Create Bar From DEER Building Type Ratios
999,BCL,Envelope,Form,CleanupSpaceOrigins
1000,BCL,Envelope,Form,Create Bar From DOE Building Type Ratios
1001,BCL,Envelope,Form,Rotate Building
1002,BCL,Envelope,Form,SurfaceMatching
1003,BCL,Envelope,Form,Bar Aspect Ratio Study
1004,BCL,Envelope,Form,Create Bar From Building Type Ratios
1005,BCL,Envelope,Form,BarAspectRatioSlicedBySpaceType
1006,BCL,Envelope,Form,Clone Building From External Model
1007,BCL,Envelope,Form,Create and Assign Thermal Zones for Unassigned Spaces
1008,BCL,Envelope,Form,Create Bar From Model
1009,BCL,Envelope,Form,Make Shading Surfaces Based on Zone Multipliers
1010,BCL,Envelope,Form,Replace Geometry By Story
1011,BCL,Envelope,Form,scale_geometry
1012,BCL,Envelope,Form,SimplifyGeometryToSlicedBar
1013,BCL,Envelope,Form,Merge FloorspaceJs with Model
1014,BCL,Envelope,Infiltration,Excessive Infiltration
1015,BCL,Envelope,Infiltration,Adding infiltration correlated for building type and climate
1016,BCL,Envelope,Infiltration,Adding infiltration correlated for weather and building characteristics
1017,BCL,Envelope,Infiltration,AedgK12EnvelopeAndEntryInfiltration
1018,BCL,Envelope,Infiltration,AedgSmallToMediumOfficeEnvelopeAndEntryInfiltration
1019,BCL,Envelope,Infiltration,ZEDG K12 Envelope Infiltration
1020,BCL,Envelope,Infiltration,Airflow Network
1021,BCL,Envelope,Infiltration,Set Space Infiltration by Exterior Surface Area
1022,BCL,Envelope,Infiltration,SetSpaceInfiltrationPerExteriorArea
1023,BCL,Envelope,Infiltration,SetEnergyPlusInfiltrationFlowRatePerFloorArea
1024,BCL,Envelope,Infiltration,ReduceSpaceInfiltrationByPercentage
1025,BCL,Envelope,Opaque,Set Exterior Wall Assembly to User Input U Value
1026,BCL,Envelope,Opaque,Set Exterior Roof Assembly to User Input U Value
1027,BCL,Envelope,Opaque,AedgK12ExteriorDoorConstruction
1028,BCL,Envelope,Opaque,AedgK12ExteriorFloorConstruction
1029,BCL,Envelope,Opaque,AedgK12ExteriorWallConstruction
1030,BCL,Envelope,Opaque,AedgK12InteriorFinishes
1031,BCL,Envelope,Opaque,AedgK12RoofConstruction
1032,BCL,Envelope,Opaque,AedgK12SlabAndBasement
1033,BCL,Envelope,Opaque,AedgSmallToMediumOfficeExteriorDoorConstruction
1034,BCL,Envelope,Opaque,AedgSmallToMediumOfficeExteriorFloorConstruction
1035,BCL,Envelope,Opaque,AedgSmallToMediumOfficeExteriorWallConstruction
1036,BCL,Envelope,Opaque,AedgSmallToMediumOfficeInteriorFinishes
1037,BCL,Envelope,Opaque,AedgSmallToMediumOfficeRoofConstruction
1038,BCL,Envelope,Opaque,AedgSmallToMediumOfficeSlabAndBasement
1039,BCL,Envelope,Opaque,ZEDG K12 RoofConstruction
1040,BCL,Envelope,Opaque,ZEDG K12 ExteriorDoorConstruction
1041,BCL,Envelope,Opaque,ZEDG K12 ExteriorWallConstruction
1042,BCL,Envelope,Opaque,Fachada Ventilada
1043,BCL,Envelope,Opaque,Increase R-value of Insulation for Exterior Walls By a Specified Percentage
1044,BCL,Envelope,Opaque,Increase R-value of Insulation for Roofs by a Specified Percentage.
1045,BCL,Envelope,Opaque,Set Exterior Walls and Floors to Adiabatic
1046,BCL,Envelope,Opaque,Increase R-value of Insulation for Roofs to a Specific Value
1047,BCL,Envelope,Opaque,Increase R-value of Insulation for Exterior Walls to a Specific Value
1048,BCL,Envelope,Opaque,SetInteriorWallsToSelectedConstruction
1049,BCL,Envelope,Opaque,SetExtWallToGroundBoundaryConditionByStory
1050,BCL,Envelope,Opaque,AssignConstructionSetToBuilding
1051,BCL,Envelope,Opaque,SetInteriorWallsAndFloorsToAdiabatic
1052,BCL,Envelope,Opaque,RemoveHardAssignedConstructions
1053,BCL,Envelope,Opaque,RenameSpaceSurfacesBasedonParentSpaceandOrientation
1054,BCL,Envelope,Fenestration,Add Remove Or Replace Window Overhangs
1055,BCL,Envelope,Fenestration,Replace Exterior Window Constructions At Different Orientations With Another Construction
1056,BCL,Envelope,Fenestration,Add Remove Or Replace Windows
1057,BCL,Envelope,Fenestration,resize_existing_windows_to_match_a_given_wwr
1058,BCL,Envelope,Fenestration,Add Wind and Stack Open Area
1059,BCL,Envelope,Fenestration,Add Overhangs by Projection Factor
1060,BCL,Envelope,Fenestration,AEDG K12- Fenestration and Daylighting Controls
1061,BCL,Envelope,Fenestration,AedgSmallToMediumOfficeFenestrationAndDaylightingControls
1062,BCL,Envelope,Fenestration,ZEDG K12- Fenestration and Daylighting Controls
1063,BCL,Envelope,Fenestration,Replace Exterior Window Constructions with a Different Construction from the Model.
1064,BCL,Envelope,Fenestration,Set Window to Wall Ratio by Facade
1065,BCL,Equipment,Equipment Controls,Reduce Night Time Electric Equipment Loads
1066,BCL,Equipment,Equipment Controls,AedgK12ElectricEquipmentControls
1067,BCL,Equipment,Equipment Controls,AedgSmallToMediumOfficeElectricEquipmentControls
1068,BCL,Equipment,Electric Equipment,AedgK12ElectricEquipment
1069,BCL,Equipment,Electric Equipment,AedgSmallToMediumOfficeElectricEquipment
1070,BCL,Equipment,Electric Equipment,ZEDG K12 ElectricEquipment
1071,BCL,Equipment,Electric Equipment,Set Electric Equipment loads by EPD
1072,BCL,Equipment,Electric Equipment,Reduce Electric Equipment Loads by Percentage
1073,BCL,HVAC,Heating,Set Boiler Thermal Efficiency
1074,BCL,HVAC,Heating,Set Furnace Efficiency
1075,BCL,HVAC,Heating,Set Gas Burner Efficiency
1076,BCL,HVAC,Ventilation,Duct Fouling
1077,BCL,HVAC,Ventilation,Return Air Duct Leakages
1078,BCL,HVAC,Ventilation,Supply Air Duct Leakages
1079,BCL,HVAC,Ventilation,Air Handling Unit Fan Motor Degradation
1080,BCL,HVAC,Ventilation,Fan Assist Night Ventilation
1081,BCL,HVAC,Ventilation,Pozo Canadiense
1082,BCL,HVAC,Ventilation,Refrigeration Door
1083,BCL,HVAC,Ventilation,Cross Mixing
1084,BCL,HVAC,Ventilation,Enable Economizer Control
1085,BCL,HVAC,Ventilation,Enable Demand Controlled Ventilation
1086,BCL,HVAC,Ventilation,ReduceVentilationByPercentage
1087,BCL,HVAC,Ventilation,Add Zone Ventilation Design Flow Rate Object
1088,BCL,HVAC,Ventilation,SetEnergyPlusMinimumOutdoorAirFlowRate
1089,BCL,HVAC,Energy Recovery,Add Energy Recovery Ventilator
1090,BCL,HVAC,Distribution,create_a_water_heater_mixed_and_assign_its_source_and_use_sides
1091,BCL,HVAC,Distribution,Assign Zones to Air Loop from CSV
1092,BCL,HVAC,Distribution,Change VAV Box Minimum Airflow Fraction
1093,BCL,HVAC,Distribution,Change Overhead Ventilation to Displacement Ventilation
1094,BCL,HVAC,Distribution,Change VAV box Minimum Flow to 0.4cfm/sf
1095,BCL,HVAC,Distribution,Air Wall Zone Mixing
1096,BCL,HVAC,Distribution,Improve Motor Efficiency in Selected Fans and Pumps
1097,BCL,HVAC,Distribution,ModifyEnergyPlusFanVariableVolumeObjects
1098,BCL,HVAC,Distribution,Improve Fan Belt Efficiency
1099,BCL,HVAC,Distribution,Add Zone Mixing Object
1100,BCL,HVAC,HVAC Controls,Operative Temperature Thermostats
1101,BCL,HVAC,HVAC Controls,Change Variable Volume Fan Coefficients
1102,BCL,HVAC,HVAC Controls,Biased Economizer Sensor: Mixed Temperature
1103,BCL,HVAC,HVAC Controls,Biased Economizer Sensor: Outdoor RH
1104,BCL,HVAC,HVAC Controls,Biased Economizer Sensor: Outdoor Temperature
1105,BCL,HVAC,HVAC Controls,Biased Economizer Sensor: Return RH
1106,BCL,HVAC,HVAC Controls,Biased Economizer Sensor: Return Temperature
1107,BCL,HVAC,HVAC Controls,Economizer Opening Stuck
1108,BCL,HVAC,HVAC Controls,HVAC Setback Error: Delayed Onset
1109,BCL,HVAC,HVAC Controls,HVAC Setback Error: Early Termination
1110,BCL,HVAC,HVAC Controls,HVAC Setback Error: No Overnight Setback
1111,BCL,HVAC,HVAC Controls,Thermostat Measurement Bias
1112,BCL,HVAC,HVAC Controls,add_ceiling_fanby_space_type
1113,BCL,HVAC,HVAC Controls,Add Variable Speed RTU Control Logic
1114,BCL,HVAC,HVAC Controls,Adjust Thermostat Setpoints by Degrees
1115,BCL,HVAC,HVAC Controls,Replace Thermostat Schedules
1116,BCL,HVAC,HVAC Controls,Set Thermostat Schedules
1117,BCL,HVAC,Cooling,Set Air-Cooled Air Conditioner COP
1118,BCL,HVAC,Cooling,Set Air-Cooled Unitary Heat Pump COP
1119,BCL,HVAC,Cooling,change_dx_coil_coolingfrom_air_cooledto_evap_cooled
1120,BCL,HVAC,Cooling,Add Waterside Economizer
1121,BCL,HVAC,Cooling,Condenser Fan Degradation
1122,BCL,HVAC,Cooling,Replace Water Heater Mixed with Thermal Storage Chilled Water
1123,BCL,HVAC,Cooling,Add Direct Indirect Evaporative Cooling
1124,BCL,HVAC,Cooling,Add PreCool Direct Evap Cooler
1125,BCL,HVAC,Cooling,Set COP for Single Speed DX Cooling Units
1126,BCL,HVAC,Cooling,ModifyEnergyPlusCoilCoolingDXSingleSpeedObjects
1127,BCL,HVAC,Cooling,Set COP for Two Speed DX Cooling Units
1128,BCL,HVAC,Whole System,Rooftop Unit
1129,BCL,HVAC,Whole System,add propylene glycol
1130,BCL,HVAC,Whole System,Replace HVAC with WSHP and DOAS
1131,BCL,HVAC,Whole System,Replace HVAC with GSHP and DOAS
1132,BCL,HVAC,Whole System,ASHRAE 90.1-2007 Sys 7 Baseline Measure
1133,BCL,HVAC,Whole System,Rename Air Loop Objects By Air Loop Name
1134,BCL,HVAC,Whole System,GLHEProGFunctionImport
1135,BCL,HVAC,Whole System,Oversized Equipment at Design
1136,BCL,HVAC,Whole System,GSHP with DOAS (More Design Parameters)
1137,BCL,HVAC,Whole System,add_aqua_therm_system
1138,BCL,HVAC,Whole System,WSHP with DOAS (More Design Parameters)
1139,BCL,HVAC,Whole System,Add a PSZ-HP to each zone
1140,BCL,HVAC,Whole System,VRFwithDOAS
1141,BCL,HVAC,Whole System,Four Pipe Fan Coil More Design Parameters
1142,BCL,HVAC,Whole System,Ideal Loads Options
1143,BCL,HVAC,Whole System,Ideal Air Loads Zone HVAC
1144,BCL,HVAC,Whole System,Chilled Beam with DOAS
1145,BCL,HVAC,Whole System,AedgK12HvacDualDuctDoas
1146,BCL,HVAC,Whole System,AedgK12HvacFanCoilDoas
1147,BCL,HVAC,Whole System,AedgK12HvacGshpDoas
1148,BCL,HVAC,Whole System,AedgOfficeHvacAshpDoas
1149,BCL,HVAC,Whole System,AedgOfficeHvacFanCoilDoas
1150,BCL,HVAC,Whole System,AedgOfficeHvacRadiantDoas
1151,BCL,HVAC,Whole System,AedgOfficeHvacVavChW
1152,BCL,HVAC,Whole System,AedgOfficeHvacVavDx
1153,BCL,HVAC,Whole System,AedgOfficeHvacWshpDoas
1154,BCL,HVAC,Whole System,ZEDG K12 HVAC Fan Coil DOAS
1155,BCL,HVAC,Whole System,ZEDG K12 HVAC Fan Coil DOAS Air Cooled Chiller
1156,BCL,HVAC,Whole System,ZEDG K12 HVAC GSHP with DOAS
1157,BCL,HVAC,Whole System,ZEDG VRF with DOAS
1158,BCL,HVAC,Whole System,NZEHVAC
1159,BCL,HVAC,Whole System,Set Thermostat at Design Day
1160,BCL,HVAC,Whole System,AdjustSystemEfficiencies
1161,BCL,HVAC,Whole System,EnableIdealAirLoadsForAllZones
1162,BCL,HVAC,Whole System,Create Variable Speed RTU
1163,BCL,HVAC,Whole System,Radiant Slab with DOAS
1164,BCL,Service Water Heating,Water Heating,"Set Water Heater Efficiency, Heat Loss, and Peak Water Flow Rate"
1165,BCL,Service Water Heating,Water Heating,Set Site Water Mains Temperature
1166,BCL,Service Water Heating,Water Heating,AedgK12Swh
1167,BCL,Service Water Heating,Water Heating,AedgOfficeSwh
1168,BCL,Service Water Heating,Water Heating,ZEDG K12 SWH
1169,BCL,Service Water Heating,Water Heating,Add SWH Loop
1170,BCL,Onsite Power Generation,Photovoltaic,Add Simple PV to Specified Shading Surfaces
1171,BCL,Onsite Power Generation,Photovoltaic,Add Rooftop PV
1172,BCL,Economics,Life Cycle Cost Analysis,Tariff Selection Time and Date Dependent with Off-peak Demand Charge
1173,BCL,Economics,Life Cycle Cost Analysis,Master CSV Workflow
1174,BCL,Economics,Life Cycle Cost Analysis,Tariff Selection Time and Date Dependent with Maximum Demand Charge
1175,BCL,Economics,Life Cycle Cost Analysis,Austin Energy Tariff Selection and Model Setup
1176,BCL,Economics,Life Cycle Cost Analysis,XcelEDATariffSelectionandModelSetup
1177,BCL,Economics,Life Cycle Cost Analysis,Add Cost to Supply Side HVAC Component by Air Loop
1178,BCL,Economics,Life Cycle Cost Analysis,Tariff Selection-Block
1179,BCL,Economics,Life Cycle Cost Analysis,Add Cost per Floor Area to Building
1180,BCL,Economics,Life Cycle Cost Analysis,Add Cost per Floor Area to Unused Lights
1181,BCL,Economics,Life Cycle Cost Analysis,Add Cost per FloorArea to Lights
1182,BCL,Economics,Life Cycle Cost Analysis,Tariff Selection-Time and Date Dependant
1183,BCL,Economics,Life Cycle Cost Analysis,Add Cost per Area to Construction
1184,BCL,Economics,Life Cycle Cost Analysis,Tariff Selection-Flat
1185,BCL,Economics,Life Cycle Cost Analysis,Add Cost per Floor Area to Electric Equipment
1186,BCL,Economics,Life Cycle Cost Analysis,Tariff Selection-Generic
1187,BCL,Economics,Life Cycle Cost Analysis,SetLifecycleCostParameters
1188,BCL,Economics,Life Cycle Cost Analysis,Add Cost per Area to Unused Construction
1189,BCL,Reporting,Troubleshooting,NIST BIRDS Environmental Life Cycle Impact Assessment Report
1190,BCL,Reporting,Troubleshooting,enable_detailed_output_for_each_node_in_a_loop
1191,BCL,Reporting,Troubleshooting,Unmet Load Hours Troubleshooting
1192,BCL,Reporting,Troubleshooting,Server Directory Cleanup
1193,BCL,Reporting,Troubleshooting,gem environment report
1194,BCL,Reporting,Troubleshooting,HVAC Psychrometric Chart
1195,BCL,Reporting,QAQC,obj_exporter
1196,BCL,Reporting,QAQC,meter_flood_plot_brushable
1197,BCL,Reporting,QAQC,Set eplustbl to specified file formats
1198,BCL,Reporting,QAQC,ExportVariabletoCSV
1199,BCL,Reporting,QAQC,ExportMetertoCSV
1200,BCL,Reporting,QAQC,life_cycle_cost_report
1201,BCL,Reporting,QAQC,output_variables_from_csv
1202,BCL,Reporting,QAQC,TDV Calculation
1203,BCL,Reporting,QAQC,Austin Energy Enduse Timeseries CSV Export
1204,BCL,Reporting,QAQC,Demand Profile By End Use
1205,BCL,Reporting,QAQC,GLHEProSetupExportLoadsforGroundHeatExchangerSizing
1206,BCL,Reporting,QAQC,TimeSeries Objective Function
1207,BCL,Reporting,QAQC,Add Hourly Meters
1208,BCL,Reporting,QAQC,Set Output Table To IP Units
1209,BCL,Reporting,QAQC,Austin Energy EDA Reporting and QAQC
1210,BCL,Reporting,QAQC,NOM-020-ENER-2011 Simplificada
1211,BCL,Reporting,QAQC,Enhanced LEED Summary Report
1212,BCL,Reporting,QAQC,Custom Meter
1213,BCL,Reporting,QAQC,XcelEDAReportingandQAQC
1214,BCL,Reporting,QAQC,GLHEProExportLoadsforGroundHeatExchangerSizing
1215,BCL,Reporting,QAQC,Calibration Reports Enhanced
1216,BCL,Reporting,QAQC,Calibration Reports
1217,BCL,Reporting,QAQC,System-Level KPIs
1218,BCL,Reporting,QAQC,Informe CO2ppm
1219,BCL,Reporting,QAQC,Variables recomendadas
1220,BCL,Reporting,QAQC,Conversion a Energia Primaria
1221,BCL,Reporting,QAQC,Predicted Mean Vote
1222,BCL,Reporting,QAQC,Zone Report
1223,BCL,Reporting,QAQC,Add Output Variable
1224,BCL,Reporting,QAQC,ExportScheduleCSV
1225,BCL,Reporting,QAQC,Add Meter
1226,BCL,Reporting,QAQC,MeterFloodPlot
1227,BCL,Reporting,QAQC,Ventilation Report
1228,BCL,Reporting,QAQC,Add Output Diagnostics
1229,BCL,Reporting,QAQC,ViewModel
1230,BCL,Reporting,QAQC,Generic QAQC
1231,BCL,Reporting,QAQC,Example Report
1232,BCL,Reporting,QAQC,ViewData
1233,BCL,Reporting,QAQC,Envelope and Internal Load Breakdown
1234,BCL,Reporting,QAQC,ReportModelChanges
1235,BCL,Reporting,QAQC,OpenStudio Results (PH units)
1236,BCL,Reporting,QAQC,OpenStudio Results
1237,BSYNC,Advanced Metering Systems,0,Install advanced metering systems
1238,BSYNC,Advanced Metering Systems,0,Clean and/or repair
1239,BSYNC,Advanced Metering Systems,0,Implement training and/or documentation
1240,BSYNC,Advanced Metering Systems,0,"Upgrade operating protocols, calibration, and/or sequencing"
1241,BSYNC,Advanced Metering Systems,0,Other
1242,BSYNC,Boiler Plant Improvements,0,Replace boiler
1243,BSYNC,Boiler Plant Improvements,0,Replace burner
1244,BSYNC,Boiler Plant Improvements,0,Decentralize boiler
1245,BSYNC,Boiler Plant Improvements,0,Insulate boiler room
1246,BSYNC,Boiler Plant Improvements,0,Add energy recovery
1247,BSYNC,Boiler Plant Improvements,0,Convert gas-fired unit to boiler loop
1248,BSYNC,Boiler Plant Improvements,0,Convert system from steam to hot water
1249,BSYNC,Boiler Plant Improvements,0,Clean and/or repair
1250,BSYNC,Boiler Plant Improvements,0,Implement training and/or documentation
1251,BSYNC,Boiler Plant Improvements,0,"Upgrade operating protocols, calibration, and/or sequencing"
1252,BSYNC,Boiler Plant Improvements,0,Convert to Cleaner Fuels
1253,BSYNC,Boiler Plant Improvements,0,Other
1254,BSYNC,Building Automation Systems/Energy Management Control Systems (EMCS),0,Add heat recovery
1255,BSYNC,Building Automation Systems/Energy Management Control Systems (EMCS),0,Add or upgrade BAS/EMS/EMCS
1256,BSYNC,Building Automation Systems/Energy Management Control Systems (EMCS),0,Add or upgrade controls
1257,BSYNC,Building Automation Systems/Energy Management Control Systems (EMCS),0,Convert pneumatic controls to DDC
1258,BSYNC,Building Automation Systems/Energy Management Control Systems (EMCS),0,"Upgrade operating protocols, calibration, and/or sequencing"
1259,BSYNC,Building Automation Systems/Energy Management Control Systems (EMCS),0,Other
1260,BSYNC,Building Envelope Modifications,0,Air seal envelope
1261,BSYNC,Building Envelope Modifications,0,Increase wall insulation
1262,BSYNC,Building Envelope Modifications,0,Insulate thermal bypasses
1263,BSYNC,Building Envelope Modifications,0,Increase ceiling insulation
1264,BSYNC,Building Envelope Modifications,0,Increase roof insulation
1265,BSYNC,Building Envelope Modifications,0,Insulate attic hatch / stair box
1266,BSYNC,Building Envelope Modifications,0,Add attic/knee wall insulation
1267,BSYNC,Building Envelope Modifications,0,Install cool/green roof
1268,BSYNC,Building Envelope Modifications,0,Add shading devices
1269,BSYNC,Building Envelope Modifications,0,Add window films
1270,BSYNC,Building Envelope Modifications,0,Install or replace solar screens
1271,BSYNC,Building Envelope Modifications,0,Replace glazing
1272,BSYNC,Building Envelope Modifications,0,Replace windows
1273,BSYNC,Building Envelope Modifications,0,Increase floor insulation
1274,BSYNC,Building Envelope Modifications,0,Insulate foundation
1275,BSYNC,Building Envelope Modifications,0,Clean and/or repair
1276,BSYNC,Building Envelope Modifications,0,Close elevator and/or stairwell shaft vents
1277,BSYNC,Building Envelope Modifications,0,Other
1278,BSYNC,"Chilled Water, Hot Water, and Steam Distribution Systems",0,Add pipe insulation
1279,BSYNC,"Chilled Water, Hot Water, and Steam Distribution Systems",0,Repair and/or replace steam traps
1280,BSYNC,"Chilled Water, Hot Water, and Steam Distribution Systems",0,"Retrofit and replace chiller plant pumping, piping, and controls"
1281,BSYNC,"Chilled Water, Hot Water, and Steam Distribution Systems",0,Repair or replace existing condensate return systems or install new condensate return systems
1282,BSYNC,"Chilled Water, Hot Water, and Steam Distribution Systems",0,Add recirculating pumps
1283,BSYNC,"Chilled Water, Hot Water, and Steam Distribution Systems",0,Replace or upgrade water heater
1284,BSYNC,"Chilled Water, Hot Water, and Steam Distribution Systems",0,Add energy recovery
1285,BSYNC,"Chilled Water, Hot Water, and Steam Distribution Systems",0,Install solar hot water system
1286,BSYNC,"Chilled Water, Hot Water, and Steam Distribution Systems",0,Separate SHW from heating
1287,BSYNC,"Chilled Water, Hot Water, and Steam Distribution Systems",0,Replace with higher efficiency pump
1288,BSYNC,"Chilled Water, Hot Water, and Steam Distribution Systems",0,Replace with variable speed pump
1289,BSYNC,"Chilled Water, Hot Water, and Steam Distribution Systems",0,Install or upgrade master venting
1290,BSYNC,"Chilled Water, Hot Water, and Steam Distribution Systems",0,Replace steam traps with orifice plates
1291,BSYNC,"Chilled Water, Hot Water, and Steam Distribution Systems",0,Install steam condensate heat recovery
1292,BSYNC,"Chilled Water, Hot Water, and Steam Distribution Systems",0,Clean and/or repair
1293,BSYNC,"Chilled Water, Hot Water, and Steam Distribution Systems",0,Implement training and/or documentation
1294,BSYNC,"Chilled Water, Hot Water, and Steam Distribution Systems",0,"Upgrade operating protocols, calibration, and/or sequencing"
1295,BSYNC,"Chilled Water, Hot Water, and Steam Distribution Systems",0,Other
1296,BSYNC,Chiller Plant Improvements,0,Add energy recovery
1297,BSYNC,Chiller Plant Improvements,0,Install VSD on electric centrifugal chillers
1298,BSYNC,Chiller Plant Improvements,0,Replace chiller
1299,BSYNC,Chiller Plant Improvements,0,Install gas cooling
1300,BSYNC,Chiller Plant Improvements,0,Add or repair economizer cycle
1301,BSYNC,Chiller Plant Improvements,0,Add or replace cooling tower
1302,BSYNC,Chiller Plant Improvements,0,Clean and/or repair
1303,BSYNC,Chiller Plant Improvements,0,Implement training and/or documentation
1304,BSYNC,Chiller Plant Improvements,0,"Upgrade operating protocols, calibration, and/or sequencing"
1305,BSYNC,Chiller Plant Improvements,0,Other
1306,BSYNC,"Conveyance Systems (e.g., Elevators)",0,Add elevator regenerative drives
1307,BSYNC,"Conveyance Systems (e.g., Elevators)",0,Upgrade controls
1308,BSYNC,"Conveyance Systems (e.g., Elevators)",0,Upgrade motors
1309,BSYNC,"Conveyance Systems (e.g., Elevators)",0,Clean and/or repair
1310,BSYNC,"Conveyance Systems (e.g., Elevators)",0,Implement training and/or documentation
1311,BSYNC,"Conveyance Systems (e.g., Elevators)",0,"Upgrade operating protocols, calibration, and/or sequencing"
1312,BSYNC,"Conveyance Systems (e.g., Elevators)",0,Other
1313,BSYNC,Data center energy conservation improvements,0,Improve data center efficiency
1314,BSYNC,Data center energy conservation improvements,0,Implement hot aisle hold aisle design
1315,BSYNC,Data center energy conservation improvements,0,Implement server virtualization
1316,BSYNC,Data center energy conservation improvements,0,Upgrade servers
1317,BSYNC,Data center energy conservation improvements,0,Clean and/or repair
1318,BSYNC,Data center energy conservation improvements,0,Implement training and/or documentation
1319,BSYNC,Data center energy conservation improvements,0,"Upgrade operating protocols, calibration, and/or sequencing"
1320,BSYNC,Data center energy conservation improvements,0,Other
1321,BSYNC,Distributed Generation,0,Install CHP/cogeneration systems
1322,BSYNC,Distributed Generation,0,Install fuel cells
1323,BSYNC,Distributed Generation,0,Install microturbines
1324,BSYNC,Distributed Generation,0,Convert fuels
1325,BSYNC,Distributed Generation,0,Clean and/or repair
1326,BSYNC,Distributed Generation,0,Implement training and/or documentation
1327,BSYNC,Distributed Generation,0,"Upgrade operating protocols, calibration, and/or sequencing"
1328,BSYNC,Distributed Generation,0,Other
1329,BSYNC,Electrical Peak Shaving/Load Shifting,0,Install thermal energy storage
1330,BSYNC,Electrical Peak Shaving/Load Shifting,0,Implement training and/or documentation
1331,BSYNC,Electrical Peak Shaving/Load Shifting,0,"Upgrade operating protocols, calibration, and/or sequencing"
1332,BSYNC,Electrical Peak Shaving/Load Shifting,0,Other
1333,BSYNC,Energy Cost Reduction Through Rate Adjustments,0,Change to more favorable rate schedule
1334,BSYNC,Energy Cost Reduction Through Rate Adjustments,0,Energy cost reduction through rate adjustments - uncategorized
1335,BSYNC,Energy Cost Reduction Through Rate Adjustments,0,Energy service billing and meter auditing recommendations
1336,BSYNC,Energy Cost Reduction Through Rate Adjustments,0,Change to lower energy cost supplier(s)
1337,BSYNC,Energy Cost Reduction Through Rate Adjustments,0,Other
1338,BSYNC,Energy/Utility Distribution Systems,0,Implement power factor corrections
1339,BSYNC,Energy/Utility Distribution Systems,0,Implement power quality upgrades
1340,BSYNC,Energy/Utility Distribution Systems,0,Upgrade transformers
1341,BSYNC,Energy/Utility Distribution Systems,0,Install gas distribution systems
1342,BSYNC,Energy/Utility Distribution Systems,0,Clean and/or repair
1343,BSYNC,Energy/Utility Distribution Systems,0,Implement training and/or documentation
1344,BSYNC,Energy/Utility Distribution Systems,0,"Upgrade operating protocols, calibration, and/or sequencing"
1345,BSYNC,Energy/Utility Distribution Systems,0,Other
1346,BSYNC,Energy Related Process Improvements,0,Implement industrial process improvements
1347,BSYNC,Energy Related Process Improvements,0,Implement production and/or manufacturing improvements
1348,BSYNC,Energy Related Process Improvements,0,Clean and/or repair
1349,BSYNC,Energy Related Process Improvements,0,Implement training and/or documentation
1350,BSYNC,Energy Related Process Improvements,0,"Upgrade operating protocols, calibration, and/or sequencing"
1351,BSYNC,Energy Related Process Improvements,0,Other
1352,BSYNC,Future/Other ECMs,0,Other
1353,BSYNC,Lighting Improvements,0,Retrofit with CFLs
1354,BSYNC,Lighting Improvements,0,Retrofit with T-5
1355,BSYNC,Lighting Improvements,0,Retrofit with T-8
